"ADS.DE",70.28
"ALV.DE",104.20
"BAS.DE",74.35
"BAYN.DE",72.98
"BEI.DE",64.94
"BMW.DE",68.69
"CBK.DE",1.411
"CON.DE",87.04
"DAI.DE",44.51
"DB1.DE",46.705
"DBK.DE",35.48
"DPW.DE",17.17
"DTE.DE",8.175
"EOAN.DE",12.88
"FME.DE",53.07
"FRE.DE",90.01
"HEI.DE",50.78
"HEN3.DE",66.63
"IFX.DE",6.37
"LHA.DE",15.08
"LIN.DE",135.90
"LXS.DE",65.73
"MRK.DE",105.55
"MUV2.DE",135.60
"RWE.DE",27.73
"SAP.DE",59.46
"SDF.DE",34.89
"SIE.DE",78.48
"TKA.DE",17.25
"VOW3.DE",163.70

